Tiempo,Altura,Velocidad
38.60400000000036,21354.05,859.57
38.60800000000036,21357.49,859.64
38.61200000000036,21360.93,859.71
38.616000000000355,21364.37,859.78
38.62000000000035,21367.81,859.85
38.62400000000035,21371.25,859.91
38.62800000000035,21374.69,859.97
38.632000000000346,21378.13,860.03
38.636000000000344,21381.57,860.09
38.64000000000034,21385.01,860.15
38.64400000000034,21388.45,860.21
38.64800000000034,21391.89,860.27
38.652000000000335,21395.33,860.34
38.65600000000033,21398.77,860.41
38.66000000000033,21402.21,860.48
38.66400000000033,21405.66,860.55
38.668000000000326,21409.1,860.61
38.672000000000324,21412.54,860.68
38.67600000000032,21415.98,860.74
38.68000000000032,21419.43,860.8
38.68400000000032,21422.87,860.87
38.688000000000315,21426.31,860.93
38.69200000000031,21429.76,861.0
38.69600000000031,21433.2,861.06
38.70000000000031,21436.64,861.13
38.704000000000306,21440.09,861.2
38.708000000000304,21443.54,861.26
38.7120000000003,21446.98,861.33
38.7160000000003,21450.43,861.39
38.7200000000003,21453.87,861.46
38.724000000000295,21457.32,861.52
38.72800000000029,21460.76,861.59
38.73200000000029,21464.21,861.66
38.73600000000029,21467.66,861.72
38.740000000000286,21471.1,861.79
38.744000000000284,21474.55,861.85
38.74800000000028,21478.0,861.92
38.75200000000028,21481.45,861.99
38.75600000000028,21484.89,862.06
38.760000000000275,21488.34,862.13
38.76400000000027,21491.79,862.19
38.76800000000027,21495.24,862.26
38.77200000000027,21498.69,862.32
38.776000000000266,21502.14,862.38
38.780000000000264,21505.59,862.44
38.78400000000026,21509.04,862.5
38.78800000000026,21512.48,862.57
38.79200000000026,21515.94,862.63
38.796000000000255,21519.39,862.7
38.80000000000025,21522.84,862.76
38.80400000000025,21526.29,862.82
38.80800000000025,21529.74,862.89
38.812000000000246,21533.19,862.95
38.816000000000244,21536.64,863.02
38.82000000000024,21540.09,863.09
38.82400000000024,21543.55,863.17
38.82800000000024,21547.0,863.24
38.832000000000235,21550.45,863.31
38.83600000000023,21553.91,863.38
38.84000000000023,21557.36,863.44
38.84400000000023,21560.81,863.51
38.848000000000226,21564.27,863.57
38.852000000000224,21567.72,863.64
38.85600000000022,21571.18,863.71
38.86000000000022,21574.63,863.79
38.86400000000022,21578.09,863.86
38.868000000000215,21581.54,863.93
38.87200000000021,21585.0,864.0
38.87600000000021,21588.45,864.08
38.88000000000021,21591.91,864.15
38.884000000000206,21595.37,864.21
38.888000000000204,21598.82,864.27
38.8920000000002,21602.28,864.34
38.8960000000002,21605.74,864.4
38.9000000000002,21609.19,864.47
38.904000000000195,21612.65,864.54
38.90800000000019,21616.11,864.6
38.91200000000019,21619.57,864.67
38.91600000000019,21623.03,864.74
38.920000000000186,21626.49,864.81
38.924000000000184,21629.95,864.87
38.92800000000018,21633.4,864.94
38.93200000000018,21636.86,865.01
38.93600000000018,21640.32,865.08
38.940000000000175,21643.79,865.14
38.94400000000017,21647.25,865.22
38.94800000000017,21650.71,865.29
38.95200000000017,21654.17,865.36
38.95600000000017,21657.63,865.43
38.960000000000164,21661.09,865.49
38.96400000000016,21664.55,865.56
38.96800000000016,21668.02,865.63
38.97200000000016,21671.48,865.69
38.976000000000155,21674.94,865.76
38.98000000000015,21678.4,865.82
38.98400000000015,21681.87,865.89
38.98800000000015,21685.33,865.96
38.99200000000015,21688.79,866.04
38.996000000000144,21692.26,866.11
39.00000000000014,21695.72,866.18
39.00400000000014,21699.19,866.25
39.00800000000014,21702.65,866.32
39.012000000000135,21706.12,866.39
39.01600000000013,21709.58,866.46
39.02000000000013,21713.05,866.54
39.02400000000013,21716.52,866.62
39.02800000000013,21719.98,866.69
39.032000000000124,21723.45,866.77
39.03600000000012,21726.92,866.84
39.04000000000012,21730.38,866.91
39.04400000000012,21733.85,866.98
39.048000000000116,21737.32,867.05
39.05200000000011,21740.79,867.11
39.05600000000011,21744.26,867.18
39.06000000000011,21747.72,867.24
39.06400000000011,21751.19,867.31
39.068000000000104,21754.66,867.37
39.0720000000001,21758.13,867.44
39.0760000000001,21761.6,867.5
39.0800000000001,21765.07,867.57
39.084000000000096,21768.54,867.65
39.08800000000009,21772.01,867.71
39.09200000000009,21775.48,867.78
39.09600000000009,21778.96,867.85
39.10000000000009,21782.43,867.92
39.104000000000084,21785.9,867.98
39.10800000000008,21789.37,868.05
39.11200000000008,21792.84,868.11
39.11600000000008,21796.31,868.18
39.120000000000076,21799.79,868.24
39.12400000000007,21803.26,868.3
39.12800000000007,21806.73,868.37
39.13200000000007,21810.21,868.43
39.13600000000007,21813.68,868.49
39.140000000000065,21817.15,868.55
39.14400000000006,21820.63,868.62
39.14800000000006,21824.1,868.68
39.15200000000006,21827.58,868.74
39.156000000000056,21831.05,868.8
39.16000000000005,21834.53,868.87
39.16400000000005,21838.0,868.93
39.16800000000005,21841.48,868.99
39.17200000000005,21844.96,869.06
39.176000000000045,21848.43,869.12
39.18000000000004,21851.91,869.19
39.18400000000004,21855.38,869.26
39.18800000000004,21858.86,869.33
39.192000000000036,21862.34,869.39
39.19600000000003,21865.82,869.46
39.20000000000003,21869.29,869.53
39.20400000000003,21872.77,869.6
39.20800000000003,21876.25,869.66
39.212000000000025,21879.73,869.73
39.21600000000002,21883.21,869.79
39.22000000000002,21886.69,869.85
39.22400000000002,21890.17,869.91
39.228000000000016,21893.65,869.97
39.23200000000001,21897.13,870.03
39.23600000000001,21900.61,870.1
39.24000000000001,21904.09,870.17
39.24400000000001,21907.57,870.24
39.248000000000005,21911.05,870.31
39.252,21914.53,870.38
39.256,21918.01,870.45
39.26,21921.49,870.52
39.263999999999996,21924.98,870.59
39.267999999999994,21928.46,870.66
39.27199999999999,21931.94,870.73
39.27599999999999,21935.42,870.8
39.27999999999999,21938.91,870.87
39.283999999999985,21942.39,870.94
39.28799999999998,21945.88,871.01
39.29199999999998,21949.36,871.07
39.29599999999998,21952.84,871.14
39.299999999999976,21956.33,871.22
39.303999999999974,21959.81,871.29
39.30799999999997,21963.3,871.37
39.31199999999997,21966.78,871.45
39.31599999999997,21970.27,871.53
39.319999999999965,21973.76,871.6
39.32399999999996,21977.24,871.68
39.32799999999996,21980.73,871.76
39.33199999999996,21984.21,871.83
39.335999999999956,21987.7,871.89
39.339999999999954,21991.19,871.95
39.34399999999995,21994.68,872.01
39.34799999999995,21998.17,872.06
39.35199999999995,22001.66,872.12
39.355999999999945,22005.14,872.17
39.35999999999994,22008.63,872.23
39.36399999999994,22012.12,872.29
39.36799999999994,22015.61,872.36
39.371999999999936,22019.1,872.44
39.375999999999934,22022.59,872.51
39.37999999999993,22026.08,872.58
39.38399999999993,22029.57,872.66
39.38799999999993,22033.06,872.73
39.391999999999925,22036.55,872.79
39.39599999999992,22040.04,872.86
39.39999999999992,22043.53,872.92
39.40399999999992,22047.03,872.98
39.407999999999916,22050.52,873.03
39.411999999999914,22054.01,873.1
39.41599999999991,22057.5,873.16
39.41999999999991,22060.99,873.22
39.42399999999991,22064.49,873.3
39.427999999999905,22067.98,873.38
39.4319999999999,22071.47,873.45
39.4359999999999,22074.97,873.53
39.4399999999999,22078.46,873.6
39.443999999999896,22081.96,873.68
39.447999999999894,22085.45,873.75
39.45199999999989,22088.95,873.82
39.45599999999989,22092.44,873.89
39.45999999999989,22095.94,873.95
39.463999999999885,22099.43,874.01
39.46799999999988,22102.93,874.08
39.47199999999988,22106.43,874.15
39.47599999999988,22109.92,874.22
39.479999999999876,22113.42,874.28
39.483999999999874,22116.92,874.35
39.48799999999987,22120.41,874.42
39.49199999999987,22123.91,874.49
39.49599999999987,22127.41,874.57
39.499999999999865,22130.91,874.65
39.50399999999986,22134.41,874.72
39.50799999999986,22137.9,874.79
39.51199999999986,22141.4,874.86
39.515999999999856,22144.9,874.92
39.519999999999854,22148.4,874.98
39.52399999999985,22151.9,875.04
39.52799999999985,22155.4,875.1
39.53199999999985,22158.9,875.16
39.535999999999845,22162.4,875.23
39.53999999999984,22165.9,875.31
39.54399999999984,22169.41,875.38
39.54799999999984,22172.91,875.46
39.551999999999836,22176.41,875.53
39.555999999999834,22179.91,875.61
39.55999999999983,22183.41,875.68
39.56399999999983,22186.92,875.76
39.56799999999983,22190.42,875.83
39.571999999999825,22193.92,875.89
39.57599999999982,22197.43,875.96
39.57999999999982,22200.93,876.02
39.58399999999982,22204.44,876.08
39.587999999999816,22207.94,876.15
39.591999999999814,22211.44,876.21
39.59599999999981,22214.95,876.28
39.59999999999981,22218.45,876.35
39.60399999999981,22221.96,876.43
39.607999999999805,22225.46,876.51
39.6119999999998,22228.97,876.58
39.6159999999998,22232.48,876.66
39.6199999999998,22235.98,876.73
39.623999999999796,22239.49,876.81
39.627999999999794,22243.0,876.88
39.63199999999979,22246.51,876.95
39.63599999999979,22250.01,877.02
39.63999999999979,22253.52,877.09
39.643999999999785,22257.03,877.16
39.64799999999978,22260.54,877.23
39.65199999999978,22264.05,877.31
39.65599999999978,22267.56,877.38
39.659999999999776,22271.07,877.46
39.663999999999774,22274.58,877.53
39.66799999999977,22278.09,877.61
39.67199999999977,22281.6,877.69
39.67599999999977,22285.11,877.76
39.679999999999765,22288.62,877.84
39.68399999999976,22292.13,877.91
39.68799999999976,22295.64,877.98
39.69199999999976,22299.15,878.04
39.695999999999756,22302.67,878.11
39.699999999999754,22306.18,878.17
39.70399999999975,22309.69,878.24
39.70799999999975,22313.21,878.31
39.71199999999975,22316.72,878.38
39.715999999999745,22320.23,878.45
39.71999999999974,22323.75,878.52
39.72399999999974,22327.26,878.6
39.72799999999974,22330.77,878.68
39.731999999999736,22334.29,878.76
39.735999999999734,22337.8,878.83
39.73999999999973,22341.32,878.9
39.74399999999973,22344.84,878.97
39.74799999999973,22348.35,879.03
39.751999999999725,22351.87,879.09
39.75599999999972,22355.38,879.16
39.75999999999972,22358.9,879.22
39.76399999999972,22362.42,879.28
39.76799999999972,22365.94,879.34
39.771999999999714,22369.45,879.41
39.77599999999971,22372.97,879.47
39.77999999999971,22376.49,879.55
39.78399999999971,22380.01,879.62
39.787999999999705,22383.52,879.69
39.7919999999997,22387.04,879.76
39.7959999999997,22390.56,879.83
39.7999999999997,22394.08,879.9
39.8039999999997,22397.6,879.96
39.807999999999694,22401.12,880.02
39.81199999999969,22404.64,880.08
39.81599999999969,22408.16,880.14
39.81999999999969,22411.68,880.2
39.823999999999685,22415.2,880.26
39.82799999999968,22418.72,880.32
39.83199999999968,22422.25,880.39
39.83599999999968,22425.77,880.47
39.83999999999968,22429.29,880.55
39.843999999999674,22432.81,880.62
39.84799999999967,22436.33,880.68
39.85199999999967,22439.86,880.75
39.85599999999967,22443.38,880.82
39.859999999999665,22446.9,880.88
39.86399999999966,22450.43,880.94
39.86799999999966,22453.95,881.0
39.87199999999966,22457.47,881.07
39.87599999999966,22461.0,881.15
39.879999999999654,22464.52,881.22
39.88399999999965,22468.05,881.29
39.88799999999965,22471.57,881.37
39.89199999999965,22475.1,881.44
39.895999999999646,22478.63,881.52
39.89999999999964,22482.15,881.6
39.90399999999964,22485.68,881.68
39.90799999999964,22489.21,881.75
39.91199999999964,22492.73,881.81
39.915999999999634,22496.26,881.87
39.91999999999963,22499.79,881.93
39.92399999999963,22503.31,881.99
39.92799999999963,22506.84,882.05
39.931999999999626,22510.37,882.12
39.93599999999962,22513.9,882.19
39.93999999999962,22517.43,882.26
39.94399999999962,22520.96,882.33
39.94799999999962,22524.49,882.4
39.951999999999614,22528.02,882.48
39.95599999999961,22531.54,882.55
39.95999999999961,22535.07,882.63
39.96399999999961,22538.61,882.7
39.967999999999606,22542.14,882.78
39.9719999999996,22545.67,882.85
39.9759999999996,22549.2,882.92
39.9799999999996,22552.73,882.98
39.9839999999996,22556.26,883.05
39.987999999999595,22559.79,883.12
39.99199999999959,22563.33,883.19
39.99599999999959,22566.86,883.26
39.99999999999959,22570.39,883.32
40.003999999999586,22573.93,883.39
40.00799999999958,22577.46,883.47
40.01199999999958,22580.99,883.54
40.01599999999958,22584.53,883.6
40.01999999999958,22588.06,883.67
40.023999999999575,22591.6,883.74
40.02799999999957,22595.13,883.8
40.03199999999957,22598.67,883.86
40.03599999999957,22602.2,883.93
40.039999999999566,22605.74,883.99
40.04399999999956,22609.27,884.06
40.04799999999956,22612.81,884.12
40.05199999999956,22616.35,884.18
40.05599999999956,22619.88,884.25
40.059999999999555,22623.42,884.32
40.06399999999955,22626.96,884.39
40.06799999999955,22630.49,884.46
40.07199999999955,22634.03,884.53
40.075999999999546,22637.57,884.59
40.07999999999954,22641.11,884.65
40.08399999999954,22644.65,884.71
40.08799999999954,22648.19,884.77
40.09199999999954,22651.73,884.84
40.095999999999535,22655.27,884.91
40.09999999999953,22658.8,884.98
40.10399999999953,22662.34,885.05
40.10799999999953,22665.88,885.12
40.111999999999526,22669.43,885.19
40.115999999999524,22672.97,885.26
40.11999999999952,22676.51,885.33
40.12399999999952,22680.05,885.4
40.12799999999952,22683.59,885.46
40.131999999999515,22687.13,885.52
40.13599999999951,22690.67,885.59
40.13999999999951,22694.22,885.65
40.14399999999951,22697.76,885.71
40.147999999999506,22701.3,885.77
40.151999999999504,22704.85,885.83
40.1559999999995,22708.39,885.9
40.1599999999995,22711.93,885.96
40.1639999999995,22715.47,886.03
40.167999999999495,22719.02,886.1
40.17199999999949,22722.56,886.17
40.17599999999949,22726.11,886.24
40.17999999999949,22729.65,886.31
40.183999999999486,22733.2,886.38
40.187999999999484,22736.74,886.45
40.19199999999948,22740.29,886.52
40.19599999999948,22743.84,886.58
40.19999999999948,22747.38,886.65
40.203999999999475,22750.93,886.72
40.20799999999947,22754.48,886.78
40.21199999999947,22758.02,886.84
40.21599999999947,22761.57,886.9
40.219999999999466,22765.12,886.97
40.223999999999464,22768.67,887.03
40.22799999999946,22772.21,887.09
40.23199999999946,22775.76,887.16
40.23599999999946,22779.31,887.23
40.239999999999455,22782.86,887.29
40.24399999999945,22786.41,887.36
40.24799999999945,22789.96,887.42
40.25199999999945,22793.51,887.49
40.255999999999446,22797.06,887.55
40.259999999999444,22800.61,887.62
40.26399999999944,22804.16,887.68
40.26799999999944,22807.71,887.75
40.27199999999944,22811.26,887.82
40.275999999999435,22814.81,887.89
40.27999999999943,22818.36,887.95
40.28399999999943,22821.92,888.03
40.28799999999943,22825.47,888.1
40.291999999999426,22829.02,888.17
40.295999999999424,22832.57,888.25
40.29999999999942,22836.13,888.31
40.30399999999942,22839.68,888.38
40.30799999999942,22843.23,888.44
40.311999999999415,22846.79,888.51
40.31599999999941,22850.34,888.57
40.31999999999941,22853.9,888.65
40.32399999999941,22857.45,888.71
40.327999999999406,22861.01,888.78
40.331999999999404,22864.56,888.86
40.3359999999994,22868.12,888.92
40.3399999999994,22871.67,888.99
40.3439999999994,22875.23,889.07
40.347999999999395,22878.79,889.14
40.35199999999939,22882.34,889.21
40.35599999999939,22885.9,889.27
40.35999999999939,22889.46,889.34
40.363999999999386,22893.01,889.4
40.367999999999384,22896.57,889.46
40.37199999999938,22900.13,889.52
40.37599999999938,22903.69,889.58
40.37999999999938,22907.24,889.64
40.383999999999375,22910.8,889.71
40.38799999999937,22914.36,889.78
40.39199999999937,22917.92,889.85
40.39599999999937,22921.48,889.92
40.399999999999366,22925.04,889.99
40.403999999999364,22928.6,890.06
40.40799999999936,22932.16,890.13
40.41199999999936,22935.72,890.19
40.41599999999936,22939.28,890.26
40.419999999999355,22942.84,890.32
40.42399999999935,22946.4,890.39
40.42799999999935,22949.96,890.45
40.43199999999935,22953.53,890.51
40.435999999999346,22957.09,890.57
40.439999999999344,22960.65,890.63
40.44399999999934,22964.21,890.7
40.44799999999934,22967.78,890.76
40.45199999999934,22971.34,890.84
40.455999999999335,22974.9,890.92
40.45999999999933,22978.47,890.99
40.46399999999933,22982.03,891.07
40.46799999999933,22985.6,891.15
40.471999999999326,22989.16,891.22
40.475999999999324,22992.72,891.29
40.47999999999932,22996.29,891.36
40.48399999999932,22999.86,891.43
40.48799999999932,23003.42,891.49
40.491999999999315,23006.99,891.55
40.49599999999931,23010.55,891.62
40.49999999999931,23014.12,891.68
40.50399999999931,23017.69,891.75
40.507999999999306,23021.25,891.82
40.511999999999304,23024.82,891.89
40.5159999999993,23028.39,891.97
40.5199999999993,23031.96,892.05
40.5239999999993,23035.53,892.12
40.527999999999295,23039.09,892.2
40.53199999999929,23042.66,892.27
