Tiempo,kalmanPitch,kalmanRoll,kalmanYaw,ax_inertial,ay_inertial,az_inertial,vx,vy,vz,px,py,pz
0.02,7.95,-1.18,144.94,-0.28,1.59,9.57,-378.53,1344.56,5955.19,-151676.38,505576.72,1931986.25
0.04,7.94,-1.16,147.53,-0.3,1.59,9.57,-378.55,1344.64,5955.67,-151695.3,505643.94,1932284.0
0.06,7.94,-1.15,145.52,-0.3,1.59,9.57,-378.56,1344.72,5956.15,-151714.22,505711.19,1932581.75
0.08,7.92,-1.23,145.52,-0.27,1.56,9.61,-378.58,1344.8,5956.63,-151733.14,505778.44,1932879.62
0.1,7.91,-1.28,143.89,-0.26,1.55,9.61,-378.59,1344.88,5957.11,-151752.06,505845.69,1933177.5
0.12000000000000001,7.91,-1.31,143.89,-0.25,1.55,9.61,-378.6,1344.95,5957.59,-151771.0,505912.94,1933475.37
0.14,7.9,-1.33,143.89,-0.24,1.55,9.62,-378.61,1345.03,5958.07,-151789.94,505980.19,1933773.25
0.16,8.0,-1.26,143.89,-0.25,1.62,9.57,-378.63,1345.11,5958.55,-151808.88,506047.44,1934071.12
0.18,8.06,-1.21,143.89,-0.25,1.63,9.57,-378.64,1345.19,5959.03,-151827.81,506114.69,1934369.12
0.19999999999999998,8.09,-1.17,143.89,-0.25,1.64,9.57,-378.65,1345.28,5959.51,-151846.75,506181.94,1934667.12
0.21999999999999997,8.11,-1.15,143.89,-0.25,1.65,9.57,-378.66,1345.36,5959.98,-151865.69,506249.22,1934965.12
0.23999999999999996,8.04,-1.14,143.89,-0.26,1.61,9.57,-378.68,1345.44,5960.46,-151884.63,506316.5,1935263.12
0.25999999999999995,7.99,-1.13,143.89,-0.25,1.61,9.57,-378.69,1345.52,5960.94,-151903.56,506383.78,1935561.12
0.27999999999999997,7.97,-1.12,147.76,-0.29,1.6,9.57,-378.7,1345.6,5961.42,-151922.5,506451.06,1935859.25
0.3,7.95,-1.12,146.08,-0.29,1.6,9.57,-378.72,1345.68,5961.9,-151941.44,506518.34,1936157.37
0.32,8.03,-1.12,146.08,-0.29,1.63,9.57,-378.73,1345.76,5962.38,-151960.38,506585.63,1936455.5
0.34,7.99,-1.12,146.08,-0.31,1.6,9.57,-378.75,1345.84,5962.86,-151979.31,506652.91,1936753.62
0.36000000000000004,7.97,-1.11,146.08,-0.3,1.6,9.57,-378.76,1345.92,5963.33,-151998.25,506720.19,1937051.75
0.38000000000000006,7.94,-1.28,146.08,-0.26,1.53,9.62,-378.78,1346.0,5963.82,-152017.19,506787.5,1937350.0
0.4000000000000001,7.93,-1.38,146.08,-0.27,1.52,9.62,-378.79,1346.07,5964.3,-152036.13,506854.81,1937648.25
0.4200000000000001,7.92,-1.44,146.08,-0.27,1.51,9.62,-378.8,1346.15,5964.78,-152055.06,506922.13,1937946.5
0.4400000000000001,7.91,-1.47,147.76,-0.29,1.5,9.62,-378.82,1346.22,5965.26,-152074.0,506989.44,1938244.75
0.46000000000000013,8.01,-1.32,147.76,-0.34,1.6,9.57,-378.84,1346.3,5965.74,-152092.94,507056.75,1938543.0
0.48000000000000015,8.07,-1.23,143.73,-0.3,1.62,9.57,-378.85,1346.38,5966.22,-152111.88,507124.06,1938841.25
0.5000000000000001,8.11,-1.17,143.73,-0.28,1.64,9.57,-378.86,1346.47,5966.69,-152130.81,507191.38,1939139.62
0.5200000000000001,8.13,-1.15,143.73,-0.27,1.65,9.56,-378.88,1346.55,5967.17,-152149.75,507258.69,1939438.0
