Tiempo,kalmanPitch,kalmanRoll,kalmanYaw
0.02,5.17,-13.43,96.31
0.04,5.17,-13.43,96.31
0.06,5.17,-13.43,94.42
0.08,5.17,-13.41,94.42
0.1,5.16,-13.4,94.49
0.12000000000000001,5.16,-13.39,95.77
0.14,5.16,-13.39,95.77
0.16,5.16,-13.47,95.76
0.18,5.16,-13.44,95.84
0.19999999999999998,5.16,-13.42,95.81
0.21999999999999997,5.16,-13.42,95.79
0.23999999999999996,5.17,-13.43,95.79
0.25999999999999995,5.17,-13.43,95.04
0.27999999999999997,5.17,-13.43,95.37
0.3,5.17,-13.43,95.37
0.32,5.17,-13.43,97.35
0.34,5.17,-13.43,97.01
0.36000000000000004,5.17,-13.43,97.01
0.38000000000000006,5.17,-13.43,97.01
0.4000000000000001,5.17,-13.43,97.01
0.4200000000000001,5.17,-13.43,97.01
0.4400000000000001,5.17,-13.41,97.01
0.46000000000000013,5.16,-13.4,97.0
0.48000000000000015,5.16,-13.39,94.52
0.5000000000000001,5.16,-13.39,95.42
0.5200000000000001,5.16,-13.47,95.41
0.5400000000000001,5.15,-13.52,96.26
0.5600000000000002,5.15,-13.55,96.3
0.5800000000000002,5.15,-13.57,96.33
0.6000000000000002,5.24,-13.58,96.34
0.6200000000000002,5.29,-13.59,96.32
0.6400000000000002,5.32,-13.59,96.31
0.6600000000000003,5.34,-13.6,96.31
0.6800000000000003,5.35,-13.6,96.3
0.7000000000000003,5.36,-13.6,96.45
0.7200000000000003,5.29,-13.62,96.45
0.7400000000000003,5.24,-13.63,94.63
0.7600000000000003,5.21,-13.64,95.08
0.7800000000000004,5.2,-13.65,97.66
0.8000000000000004,5.19,-13.65,97.67
0.8200000000000004,5.18,-13.56,97.68
0.8400000000000004,5.18,-13.51,97.61
0.8600000000000004,5.18,-13.48,97.57
0.8800000000000004,5.18,-13.46,97.54
0.9000000000000005,5.18,-13.45,97.53
0.9200000000000005,5.18,-13.45,97.52
0.9400000000000005,5.18,-13.44,97.51
0.9600000000000005,5.18,-13.44,93.93
0.9800000000000005,5.18,-13.44,92.72
