Tiempo,kalmanPitch,kalmanRoll,kalmanYaw,ax_inertial,ay_inertial,az_inertial,vx,vy,vz,px,py,pz
0.02,5.08,-5.19,144.94,0.02,-0.01,9.73,-107.73,142.97,3280.57,-33343.96,44369.05,567215.69
0.04,5.13,-5.19,150.26,0.01,-0.0,9.73,-107.73,142.97,3281.06,-33349.34,44376.2,567379.75
0.06,5.15,-5.19,143.3,0.01,-0.0,9.73,-107.73,142.97,3281.55,-33354.73,44383.35,567543.81
0.08,5.17,-5.19,148.63,0.01,0.0,9.73,-107.72,142.97,3282.03,-33360.12,44390.5,567707.94
0.1,5.18,-5.19,148.63,0.0,0.0,9.73,-107.72,142.97,3282.52,-33365.5,44397.64,567872.06
0.12000000000000001,5.1,-5.1,148.63,-0.03,-0.0,9.72,-107.73,142.97,3283.0,-33370.89,44404.79,568036.19
0.14,5.05,-5.05,148.63,-0.02,-0.0,9.72,-107.73,142.97,3283.49,-33376.28,44411.94,568200.38
0.16,5.01,-5.01,148.63,-0.01,0.0,9.72,-107.73,142.97,3283.98,-33381.66,44419.09,568364.56
0.18,5.0,-5.0,148.63,-0.01,0.0,9.72,-107.73,142.97,3284.46,-33387.05,44426.24,568528.81
0.19999999999999998,5.09,-5.09,148.63,0.03,0.01,9.73,-107.73,142.97,3284.95,-33392.44,44433.39,568693.06
0.21999999999999997,5.14,-5.14,145.19,0.02,0.01,9.73,-107.73,142.97,3285.44,-33397.82,44440.54,568857.31
0.23999999999999996,5.17,-5.17,145.19,0.01,0.0,9.73,-107.73,142.97,3285.92,-33403.21,44447.68,569021.63
0.25999999999999995,5.19,-5.18,144.46,0.0,0.0,9.73,-107.72,142.98,3286.41,-33408.6,44454.83,569185.94
0.27999999999999997,5.2,-5.2,144.46,0.0,0.0,9.73,-107.72,142.98,3286.89,-33413.98,44461.98,569350.31
0.3,5.2,-5.19,144.46,0.0,0.0,9.73,-107.72,142.98,3287.38,-33419.37,44469.13,569514.69
0.32,5.11,-5.19,144.46,-0.01,-0.04,9.72,-107.73,142.97,3287.87,-33424.76,44476.28,569679.06
0.34,5.15,-5.1,144.46,-0.01,0.03,9.72,-107.73,142.98,3288.35,-33430.14,44483.43,569843.5
0.36000000000000004,5.17,-5.05,144.46,-0.01,0.04,9.72,-107.73,142.98,3288.84,-33435.53,44490.57,570007.94
0.38000000000000006,5.18,-5.01,144.46,-0.01,0.05,9.72,-107.73,142.98,3289.32,-33440.92,44497.72,570172.38
0.4000000000000001,5.19,-5.08,144.46,0.01,0.02,9.73,-107.73,142.98,3289.81,-33446.3,44504.87,570336.88
0.4200000000000001,5.19,-5.12,143.81,0.01,0.01,9.73,-107.73,142.98,3290.3,-33451.69,44512.02,570501.38
0.4400000000000001,5.2,-5.14,149.58,0.01,0.01,9.73,-107.73,142.98,3290.78,-33457.08,44519.17,570665.94
0.46000000000000013,5.2,-5.16,145.26,0.01,0.01,9.73,-107.73,142.98,3291.27,-33462.46,44526.32,570830.5
0.48000000000000015,5.2,-5.16,145.26,0.0,0.01,9.73,-107.72,142.98,3291.76,-33467.85,44533.46,570995.06
0.5000000000000001,5.2,-5.26,145.26,0.03,-0.03,9.73,-107.72,142.98,3292.24,-33473.24,44540.61,571159.69
0.5200000000000001,5.2,-5.31,145.26,0.02,-0.03,9.73,-107.72,142.98,3292.73,-33478.62,44547.76,571324.31
0.5400000000000001,5.2,-5.36,145.26,0.02,-0.04,9.73,-107.72,142.98,3293.22,-33484.01,44554.91,571489.0
0.5600000000000002,5.2,-5.37,145.26,0.02,-0.04,9.73,-107.72,142.98,3293.7,-33489.4,44562.06,571653.69
0.5800000000000002,5.11,-5.2,145.26,-0.04,-0.02,9.72,-107.72,142.97,3294.19,-33494.79,44569.21,571818.38
0.6000000000000002,5.06,-5.1,147.21,-0.02,-0.01,9.72,-107.72,142.97,3294.68,-33500.17,44576.36,571983.13
