Tiempo,kalmanPitch,kalmanRoll,kalmanYaw
0.02,2.26,-4.45,-37.68
0.04,2.26,-4.48,-37.81
0.06,2.26,-4.5,-37.88
0.08,2.35,-4.6,-37.94
0.1,2.41,-4.67,-37.14
0.12000000000000001,2.44,-4.7,-35.95
0.14,2.46,-4.73,-29.27
0.16,2.47,-4.74,-29.25
0.18,2.48,-4.75,-29.23
0.19999999999999998,2.22,-4.31,-29.23
0.21999999999999997,2.42,-4.68,-29.25
0.23999999999999996,2.54,-4.91,-29.29
0.25999999999999995,2.62,-5.04,-29.31
0.27999999999999997,2.74,-5.2,-29.32
0.3,2.82,-5.29,-39.35
0.32,2.87,-5.35,-35.11
0.34,2.89,-5.39,-35.09
0.36000000000000004,2.91,-5.41,-35.08
0.38000000000000006,2.84,-5.16,-35.08
0.4000000000000001,2.79,-5.0,-34.73
0.4200000000000001,2.67,-4.82,-34.53
0.4400000000000001,2.6,-4.71,-34.49
0.46000000000000013,2.56,-4.64,-34.46
0.48000000000000015,2.53,-4.6,-34.45
0.5000000000000001,2.52,-4.58,-34.44
0.5200000000000001,2.51,-4.56,-40.16
0.5400000000000001,2.5,-4.55,-39.04
0.5600000000000002,2.41,-4.55,-39.03
0.5800000000000002,2.35,-4.54,-37.14
0.6000000000000002,2.32,-4.54,-37.29
0.6200000000000002,2.3,-4.54,-37.38
0.6400000000000002,2.28,-4.54,-37.44
0.6600000000000003,2.28,-4.54,-37.48
0.6800000000000003,2.27,-4.54,-37.5
0.7000000000000003,2.27,-4.54,-37.51
0.7200000000000003,2.27,-4.45,-37.52
0.7400000000000003,2.27,-4.4,-38.23
0.7600000000000003,2.27,-4.36,-31.92
0.7800000000000004,2.27,-4.34,-30.03
0.8000000000000004,2.27,-4.33,-29.99
0.8200000000000004,2.36,-4.42,-29.97
0.8400000000000004,2.41,-4.47,-29.84
0.8600000000000004,2.44,-4.5,-29.75
0.8800000000000004,2.46,-4.51,-29.7
0.9000000000000005,2.47,-4.52,-29.67
0.9200000000000005,2.48,-4.53,-29.65
0.9400000000000005,2.4,-4.53,-29.64
0.9600000000000005,2.35,-4.53,-35.72
0.9800000000000005,2.31,-4.54,-35.89
1.0000000000000004,2.29,-4.54,-35.06
1.0200000000000005,2.28,-4.54,-35.12
1.0400000000000005,2.28,-4.54,-35.16
1.0600000000000005,2.36,-4.54,-35.18
1.0800000000000005,2.42,-4.54,-34.91
1.1000000000000005,2.45,-4.55,-34.75
1.1200000000000006,2.47,-4.55,-34.65
1.1400000000000006,2.48,-4.55,-34.59
1.1600000000000006,2.39,-4.45,-34.56
1.1800000000000006,2.34,-4.39,-34.52
1.2000000000000006,2.31,-4.35,-34.55
1.2200000000000006,2.29,-4.33,-37.01
1.2400000000000007,2.28,-4.32,-37.02
1.2600000000000007,2.27,-4.31,-37.02
1.2800000000000007,2.36,-4.4,-37.02
1.3000000000000007,2.32,-4.36,-36.96
1.3200000000000007,2.3,-4.34,-36.99
1.3400000000000007,2.29,-4.33,-37.01
1.3600000000000008,2.28,-4.32,-37.02
1.3800000000000008,2.36,-4.49,-37.03
1.4000000000000008,2.41,-4.6,-35.14
1.4200000000000008,2.36,-4.49,-35.21
1.4400000000000008,2.32,-4.42,-30.74
1.4600000000000009,2.3,-4.38,-30.72
1.4800000000000009,2.29,-4.35,-30.71
1.5000000000000009,2.37,-4.51,-30.7
1.520000000000001,2.42,-4.52,-30.76
1.540000000000001,2.45,-4.53,-30.62
1.560000000000001,2.54,-4.6,-30.53
1.580000000000001,2.6,-4.65,-30.37
1.600000000000001,2.64,-4.68,-30.58
1.620000000000001,2.66,-4.7,-46.13
1.640000000000001,2.51,-4.55,-46.12
1.660000000000001,2.41,-4.46,-35.45
1.680000000000001,2.36,-4.4,-35.52
1.700000000000001,2.32,-4.45,-35.57
1.720000000000001,2.38,-4.57,-35.77
1.740000000000001,2.43,-4.65,-35.84
1.7600000000000011,2.45,-4.69,-35.89
1.7800000000000011,2.38,-4.54,-35.91
1.8000000000000012,2.33,-4.45,-35.8
1.8200000000000012,2.31,-4.4,-40.46
1.8400000000000012,2.29,-4.36,-34.65
1.8600000000000012,1.92,-4.57,-34.62
1.8800000000000012,1.69,-4.7,-36.49
1.9000000000000012,1.55,-4.77,-37.52
1.9200000000000013,3.69,-5.12,-38.15
1.9400000000000013,-0.01,-4.94,-31.65
1.9600000000000013,-2.26,-4.83,-43.07
1.9800000000000013,-3.64,-4.76,-48.24
2.0000000000000013,-2.22,-6.12,-50.89
2.0200000000000014,-1.36,-6.94,-51.61
2.0400000000000014,-0.83,-7.45,-2.65
2.0600000000000014,0.38,-5.79,-1.09
2.0800000000000014,1.12,-4.78,3.95
2.1000000000000014,1.57,-4.16,11.43
2.1200000000000014,1.85,-3.78,12.22
2.1400000000000015,2.44,-3.98,12.69
2.1600000000000015,1.49,-5.53,14.24
2.1800000000000015,0.9,-6.47,12.81
2.2000000000000015,1.17,-6.78,11.82
2.2200000000000015,1.33,-6.97,12.76
2.2400000000000015,1.43,-7.09,13.34
2.2600000000000016,1.49,-7.16,21.4
2.2800000000000016,0.47,-6.47,21.6
2.3000000000000016,-0.15,-6.05,23.6
2.3200000000000016,-0.53,-5.8,19.69
2.3400000000000016,-0.76,-5.64,18.57
2.3600000000000017,-0.82,-6.11,17.9
2.3800000000000017,-0.77,-6.13,18.14
2.4000000000000017,-0.73,-6.14,18.29
2.4200000000000017,-0.53,-6.28,18.38
2.4400000000000017,-0.41,-6.37,18.98
2.4600000000000017,-0.34,-6.42,19.35
2.4800000000000018,-0.29,-6.45,-15.27
2.5000000000000018,0.7,-6.39,-15.15
2.520000000000002,1.3,-6.34,-23.08
2.540000000000002,1.67,-6.32,-22.16
2.560000000000002,0.42,-7.06,-21.03
2.580000000000002,2.04,-4.84,-25.76
2.600000000000002,1.6,-5.21,-18.33
2.620000000000002,1.32,-5.44,-19.99
2.640000000000002,1.25,-5.95,-21.02
2.660000000000002,1.2,-6.27,-21.85
2.680000000000002,1.18,-6.46,-22.37
2.700000000000002,1.16,-6.58,-22.69
2.720000000000002,2.57,-5.24,-22.88
2.740000000000002,3.42,-4.43,-51.39
2.760000000000002,3.94,-3.94,-58.56
2.780000000000002,4.26,-3.63,-55.4
2.800000000000002,3.31,-4.07,-53.42
2.820000000000002,2.72,-4.33,-57.43
2.840000000000002,2.36,-4.5,-59.72
2.860000000000002,-1.68,-6.24,-61.07
2.880000000000002,-4.14,-7.3,-72.77
2.900000000000002,-5.63,-7.95,-77.76
2.920000000000002,-6.81,-8.36,-80.24
2.940000000000002,-5.83,-5.81,-81.65
2.960000000000002,-5.23,-4.25,-35.4
2.980000000000002,-4.87,-3.31,-30.97
3.000000000000002,-4.64,-2.73,-28.64
3.0200000000000022,-9.33,-1.57,-27.29
3.0400000000000023,-12.18,-0.9,-35.98
3.0600000000000023,-13.91,-0.49,-40.07
3.0800000000000023,-19.56,0.23,-42.22
3.1000000000000023,-23.02,0.66,-48.54
3.1200000000000023,-25.13,0.92,-51.56
3.1400000000000023,-34.09,-2.98,-53.15
3.1600000000000024,-40.0,-1.73,-63.15
3.1800000000000024,-43.6,-0.96,-50.58
3.2000000000000024,-45.79,-0.5,-53.43
3.2200000000000024,-47.13,-0.21,-55.26
3.2400000000000024,-54.79,-1.79,-56.24
3.2600000000000025,-59.44,-2.71,-64.64
3.2800000000000025,-62.58,-2.85,-68.16
3.3000000000000025,-64.49,-2.94,-69.54
3.3200000000000025,-65.66,-2.99,-70.27
3.3400000000000025,-66.37,-3.02,-65.52
3.3600000000000025,-69.15,-3.76,-65.89
3.3800000000000026,-70.84,-4.22,-67.24
3.4000000000000026,-71.87,-4.49,-68.16
3.4200000000000026,-72.5,-4.66,-68.92
3.4400000000000026,-73.69,-4.29,-69.27
3.4600000000000026,-74.47,-4.46,-69.26
3.4800000000000026,-74.95,-4.55,-69.62
3.5000000000000027,-75.24,-4.6,-69.83
3.5200000000000027,-75.42,-4.64,-69.95
3.5400000000000027,-75.52,-4.66,-70.03
3.5600000000000027,-75.59,-4.67,-67.21
3.5800000000000027,-76.32,-3.67,-67.24
3.6000000000000028,-76.77,-3.07,-67.31
3.6200000000000028,-77.04,-2.7,-69.52
3.640000000000003,-77.2,-2.47,-69.29
3.660000000000003,-74.15,0.05,-69.16
3.680000000000003,-66.9,0.19,-66.22
3.700000000000003,-62.45,0.35,-62.97
3.720000000000003,-59.74,0.45,-60.26
3.740000000000003,-58.1,0.51,-58.28
3.760000000000003,-48.29,2.49,-56.95
3.780000000000003,-42.31,3.7,-54.96
3.800000000000003,-31.63,6.22,-50.65
3.820000000000003,-25.12,7.75,-42.23
3.840000000000003,-21.15,8.69,-35.44
3.860000000000003,-18.74,9.26,-30.78
3.880000000000003,-9.6,11.2,-27.77
3.900000000000003,-1.31,11.15,-15.6
3.920000000000003,3.69,11.11,-4.17
3.940000000000003,14.12,5.69,2.97
3.960000000000003,20.51,2.38,19.51
3.980000000000003,24.41,0.37,-7.82
4.000000000000003,26.78,-0.86,-4.95
4.020000000000002,30.87,1.83,-0.96
4.040000000000002,33.36,3.47,1.12
4.060000000000001,34.88,4.47,7.28
4.080000000000001,35.81,5.08,9.68
4.1000000000000005,40.48,2.26,11.07
4.12,43.34,0.5,20.1
4.14,45.07,-0.59,25.89
4.159999999999999,48.58,-1.38,29.46
4.179999999999999,50.73,-1.86,35.21
4.199999999999998,52.04,-2.14,15.8
4.219999999999998,54.43,-2.6,17.97
4.2399999999999975,54.6,-3.07,21.82
4.259999999999997,54.7,-3.35,22.57
4.279999999999997,54.76,-3.53,26.05
4.299999999999996,54.79,-3.63,26.26
4.319999999999996,55.84,-3.79,26.4
4.339999999999995,56.47,-3.91,28.01
4.359999999999995,56.86,-3.99,28.98
4.379999999999995,58.16,-2.44,29.57
4.399999999999994,58.92,-1.56,30.06
4.419999999999994,59.38,-1.03,38.83
4.439999999999993,52.33,-0.94,38.86
4.459999999999993,48.02,-0.88,34.79
4.479999999999992,45.4,-0.85,46.96
4.499999999999992,43.8,-0.82,51.53
4.519999999999992,42.83,-0.81,50.06
4.539999999999991,31.43,-1.64,49.1
4.559999999999991,24.5,-2.11,35.01
4.57999999999999,15.98,-2.56,21.31
4.59999999999999,10.81,-2.8,-1.15
4.6199999999999894,7.65,-2.95,-15.55
4.639999999999989,5.73,-3.04,-23.64
4.659999999999989,4.92,-3.64,-28.15
4.679999999999988,4.42,-4.0,-6.64
4.699999999999988,4.12,-4.23,-8.73
4.719999999999987,3.4,-4.62,-9.78
4.739999999999987,2.96,-4.86,-12.28
4.7599999999999865,2.77,-4.73,-13.84
4.779999999999986,2.66,-4.65,-14.31
4.799999999999986,2.42,-4.6,-14.59
4.819999999999985,2.27,-4.58,-15.3
4.839999999999985,2.18,-4.56,-15.73
4.859999999999984,2.12,-4.55,-15.99
